15395;ANAFLEX MUJER PERLAS;25mg;9;Caja Cap.;1;2015-03-26;E22216;34
15396;ANAFLEX MUJER PERLAS;25mg;9;Caja Cap.;10;2015-03-26;E22216;34
15397;ANAFLEX MUJER PERLAS;25mg;9;Caja Cap.;15;2015-03-26;E22216;34
15398;ANAFLEX MUJER PERLAS;25mg;9;Caja Cap.;20;2015-03-26;E22216;34
15399;ANAFLEX MUJER PERLAS;25mg;9;Caja Cap.;30;2015-03-26;E22216;34
15400;ANAFLEX MUJER PERLAS;25mg;9;Caja Cap.;50;2015-03-26;E22216;34
15401;ANAFLEX MUJER PERLAS;25mg;9;Caja Cap.;200;2015-03-26;E22216;34
15402;ANAFLEX MUJER PERLAS;25mg;9;Caja Cap.;500;2015-03-26;E22216;34
15403;XL-NAX;550mg;162;Caja Tab.;200;2017-07-26;N27219;66
15404;LIDERMA;0.001;48;Tubo X 20 g;1;2014-01-21;N25485;228
15405;CHAO;;162;Caja Tab.;100;2015-03-14;N26783;187
15406;SINFLEMAX COMPUESTO ADULTO;;77;Fco. x 120 mL;1;2014-08-30;N26113;431
15407;BIPERIDENO LACTATO;5mg/mL;128;Caja Amp.;1;2015-06-24;NG4687;6
15408;BIPERIDENO LACTATO;5mg/mL;128;Caja Amp.;50;2015-06-24;NG4687;6
15409;BIPERIDENO LACTATO;5mg/mL;128;Caja Amp.;100;2015-06-24;NG4687;6
15410;SINFLEMAX COMPUESTO ADULTO;;77;Fco. x 150 mL;1;2014-08-30;N26113;431
15411;SINFLEMAX COMPUESTO ADULTO;;77;Fco. x 50 mL;1;2014-08-30;N26113;431
15412;SINFLEMAX COMPUESTO ADULTO;;77;Fco. x 60 mL;1;2014-08-30;N26113;431
15413;SINFLEMAX COMPUESTO ADULTO;;77;Fco. x 90 mL;1;2014-08-30;N26113;431
15414;SINFLEMAX COMPUESTO PEDI�TRICO;;77;Fco. x 100 mL;1;2014-10-18;N26367;431
15415;SINFLEMAX COMPUESTO PEDI�TRICO;;77;Fco. x 120 mL;1;2014-10-18;N26367;431
15416;SINFLEMAX COMPUESTO PEDI�TRICO;;77;Fco. x 150 mL;1;2014-10-18;N26367;431
15417;SINFLEMAX COMPUESTO PEDI�TRICO;;77;Fco. x 50 mL;1;2014-10-18;N26367;431
15418;SINFLEMAX COMPUESTO PEDI�TRICO;;77;Fco. x 60 mL;1;2014-10-18;N26367;431
15419;SINFLEMAX COMPUESTO PEDI�TRICO;;77;Fco x 90 mL;1;2014-10-18;N26367;431
15420;LIDOCAINA;0.02;76;Caja Tbo. X 30 mL;10;2014-03-20;EG6141;83
15421;LIDOCAINA;0.02;76;Caja Tbo. X 30 mL;24;2014-03-20;EG6141;83
15422;LIDOCAINA;0.02;76;Caja Tbo. X 30 mL;50;2014-03-20;EG6141;83
15423;LIDOCAINA;0.02;76;Caja Tbo. X 30 mL;100;2014-03-20;EG6141;83
15424;LIDOCAINA;0.02;76;Caja Tbo. X 30 mL;200;2014-03-20;EG6141;83
15425;LEVOFLAN;500mg;162;Caja Tab.;48;2014-11-21;N26541;263
15426;SALBUTORLIN;100mcg/dosis;2;Caja Aer. x 200 dosis;100;2013-10-19;E21138;422
15427;LEVOFLOXACINO;500mg;162;Caja Tab.;7;2017-04-01;NG6368;228
15428;LEVOPHARM;500mg;162;Caja Tab.;100;2016-05-14;E22477;319
15429;EVACUOL;;51;Bolsa x 130 mL;5;2012-02-14;N13702;282
15430;EVACUOL;;51;Bolsa x 133 mL;10;2012-02-14;N13702;282
15431;EVACUOL;;51;Bolsa x 133 mL;12;2012-02-14;N13702;282
15432;EVACUOL;;51;Bolsa x 133 mL;24;2012-02-14;N13702;282
15433;EVACUOL;;51;Bolsa x 133 mL;36;2012-02-14;N13702;282
15434;FENTANYL;0.05mg/10mL(0.5mg/10mL);128;Amp. x 2 mL;1;2013-02-03;E5673;235
15435;ESOMARFAN;40mg;16;Caja Cap.;32;2014-03-25;N25643;421
15436;LEVOZALICER;5mg;162;Caja Tab.;100;2016-04-10;N26989;366
15437;BISOPROLOL;5mg;152;Caja Tab.;2;2014-07-02;NG6144;6
15438;BISOPROLOL;5mg;152;Caja Tab.;10;2014-07-02;NG6144;6
15439;BISOPROLOL;5mg;152;Caja Tab.;100;2014-07-02;NG6144;6
15440;BISOPROLOL;5mg;152;Caja Tab.;200;2014-07-02;NG6144;6
15441;BISOPROLOL;5mg;152;Caja Tab.;500;2014-07-02;NG6144;6
15442;ENOXANORTH;60mg/0.6mL;119;Caja Jerin. Prell. x 0.6 mL;5;2017-07-07;BE00873;167
15443;ENOXANORTH;60mg/0.6mL;119;Caja Jerin. Prell. x 0.6 mL;50;2017-07-07;BE00873;167
15444;ENOXANORTH;60mg/0.6mL;119;Caja Jerin. Prell. x 0.6 mL;100;2017-07-07;BE00873;167
15445;SITIDERM NF;;42;Caja Tbo. x 10 g;10;2017-06-10;N27200;282
15446;SITIDERM NF;;42;Caja Tbo. x 10 g;20;2017-06-10;N27200;282
15447;KETAMINA;500mg/10mL;128;Caja Amp. x 10 mL;10;2013-07-10;NG5772;282
15448;SITIDERM NF;;42;Caja Tubo x 10 g;50;2017-06-10;N27200;282
15449;KETAMINA;500mg/10mL;128;Caja Amp. x 10 mL;50;2013-07-10;NG5772;282
15450;KETAMINA;500mg/10mL;128;Caja Amp. x 10 mL;100;2013-07-10;NG5772;282
15451;SITIDERM NF;;42;Caja Tbo. x 10 g;100;2017-06-10;N27200;282
15452;SITIDERM NF;;42;Caja Tbo. x 20 g;20;2017-06-10;N27200;282
15453;SITIDERM NF;;42;Caja Tbo. x 20 g;50;2017-06-10;N27200;282
15454;SITIDERM NF;;42;Caja Tbo. x 20 g;100;2017-06-10;N27200;282
15455;LIDERMA;0.001;42;Caja Tbo. x 15 g;1;2017-05-24;N27183;228
15456;GASEOVET;80mg/5mL;141;Fco. x 100 mL;10;2012-01-28;N23209;282
15457;GASEOVET;80mg/5mL;141;Fco. x 100 mL;12;2012-01-28;N23209;282
15458;GASEOVET;80mg/5mL;141;Fco. x 100 mL;24;2012-01-28;N23209;282
15459;GASEOVET;80mg/5mL;141;Fco. x 100 mL;50;2012-01-28;N23209;282
15460;BROMURO DE IPRATROPIO;20mcg/Dosis;141;Env. X 200 Dosis;10;2015-06-25;EG4640;422
15461;SOLUCION POLIELECTROLITICA;;128;Fco. x 1 L;12;2014-03-12;NG1949;282
15462;SOLUCION POLIELECTROLITICA;;128;Fco. x 1 L;24;2014-03-12;NG1949;282
15463;GASEOVET;80mg/5mL;141;Fco. x 105 mL;1;2012-01-28;N23209;282
15464;SOLUCION POLIELECTROLITICA;;128;Fco. x 500 ml;12;2014-03-12;NG1949;282
15465;GASEOVET;80mg/5mL;141;Fco. x 105 mL;10;2012-01-28;N23209;282
15466;GASEOVET;80mg/5mL;141;Fco. x 105 mL;12;2012-01-28;N23209;282
15467;GASEOVET;80mg/5mL;141;Fco. x 105 mL;24;2012-01-28;N23209;282
15468;GASEOVET;80mg/5mL;141;Fco. x 105 mL;50;2012-01-28;N23209;282
15469;SOLUCION POLIELECTROLITICA;;128;Fco. x 500 ml;24;2014-03-12;NG1949;282
15470;GASEOVET;80mg/5mL;141;Fco. x 120 mL;1;2012-01-28;N23209;282
15471;GASEOVET;80mg/5mL;141;Fco. x 120 mL;10;2012-01-28;N23209;282
15472;GASEOVET;80mg/5mL;141;Fco. x 120 mL;12;2012-01-28;N23209;282
15473;BROMURO DE IPRATROPIO;20mcg/Dosis;141;Env. X 200 Dosis;25;2015-06-25;EG4640;422
15474;GASEOVET;80mg/5mL;141;Fco. x 120 mL;24;2012-01-28;N23209;282
15475;GASEOVET;80mg/5mL;141;Fco. x 120 mL;50;2012-01-28;N23209;282
15476;GASEOVET;80mg/5mL;141;Fco. x 150 mL;1;2012-01-28;N23209;282
15477;GASEOVET;80mg/5mL;141;Fco. x 150 mL;10;2012-01-28;N23209;282
15478;GASEOVET;80mg/5mL;141;Fco. x 150 mL;12;2012-01-28;N23209;282
15479;GASEOVET;80mg/5mL;141;Fco. x 240 mL;12;2012-01-28;N23209;282
15480;GASEOVET;80mg/5mL;141;Fco. x 150 mL;24;2012-01-28;N23209;282
15481;BROMURO DE IPRATROPIO;20mcg/Dosis;141;Env. X 200 Dosis;50;2015-06-25;EG4640;422
15482;BROMURO DE IPRATROPIO;20mcg/Dosis;141;Env. X 200 Dosis;100;2015-06-25;EG4640;422
15483;BRONCOFLEXIL COMPUESTO;;77;Fco. X 120 mL;1;2013-10-05;N25069;366
15484;BRONCOFLEXIL COMPUESTO;;77;Fco. X 150 mL;1;2013-10-05;N25069;366
15485;GASEOVET;80mg/5mL;141;Fco. x 150 mL;50;2012-01-28;N23209;282
15486;BRONCOFLEXIL COMPUESTO;;77;Fco. X 30 mL;1;2013-10-05;N25069;366
15487;BRONCOFLEXIL COMPUESTO;;77;Fco. X 60 mL;1;2013-10-05;N25069;366
15488;GASEOVET;80mg/5mL;141;Fco. x 240 mL;1;2012-01-28;N23209;282
15489;GASEOVET;80mg/5mL;141;Fco. x 240 mL;10;2012-01-28;N23209;282
15490;GASEOVET;80mg/5mL;141;Fco. x 240 mL;24;2012-01-28;N23209;282
15491;GASEOVET;80mg/5mL;141;Fco. x 240 mL;50;2012-01-28;N23209;282
15492;BRONCOPULMIN NF;;77;Fco. X 180 mL;1;2014-01-22;N19152;210
15493;GASEOVET;80mg/5mL;141;Fco. x 30 mL;1;2012-01-28;N23209;282
15494;GASEOVET;80mg/5mL;141;Fco. x 30 mL;10;2012-01-28;N23209;282
15495;GASEOVET;80mg/5mL;141;Fco. x 30 mL;12;2012-01-28;N23209;282
15496;GASEOVET;80mg/5mL;141;Fco. x 30 mL;24;2012-01-28;N23209;282
15497;GASEOVET;80mg/5mL;141;Fco. x 30 mL;50;2012-01-28;N23209;282
15498;BRONCOPULMIN NF;;77;Fco. X 30 mL;1;2014-01-22;N19152;210
15499;GASEOVET;80mg/5mL;141;Fco. x 60 mL;1;2012-01-28;N23209;282
15500;GASEOVET;80mg/5mL;141;Fco. x 60 mL;10;2012-01-28;N23209;282
15501;GASEOVET;80mg/5mL;141;Fco. x 60 mL;12;2012-01-28;N23209;282
15502;BRONCOPULMIN NF;;77;Fco. x 90 mL;1;2014-01-22;N19152;210
15503;GASEOVET;80mg/5mL;141;Fco. x 60 mL;24;2012-01-28;N23209;282
15504;GASEOVET;80mg/5mL;141;Fco. x 60 mL;50;2012-01-28;N23209;282
15505;GASEOVET;80mg/5mL;141;Fco. x 90 mL;1;2012-01-28;N23209;282
15506;GASEOVET;80mg/5mL;141;Fco. x 90 mL;10;2012-01-28;N23209;282
15507;GASEOVET;80mg/5mL;141;Fco. x 90 mL;12;2012-01-28;N23209;282
15508;GASEOVET;80mg/5mL;141;Fco. x 90 mL;24;2012-01-28;N23209;282
15509;GASEOVET;80mg/5mL;141;Fco. x 90 mL;50;2012-01-28;N23209;282
15510;LINEZOLID;600mg;37;Caja Tab.;10;2014-08-27;EG6236;232
15511;LINEZOLID;600mg;37;Caja Tab.;30;2014-08-27;EG6236;232
15512;LINEZOLID;600mg;37;Caja Tab.;50;2014-08-27;EG6236;232
15513;LINEZOLID;600mg;37;Caja Tab.;100;2014-08-27;EG6236;232
15514;FITOMENADIONA;10mg/mL;50;Caja Amp. x 1 mL;1;2013-12-04;EG897;395
15515;FITOMENADIONA;10mg/mL;50;Caja Amp. x 1 mL;10;2013-12-04;EG897;395
15516;FITOMENADIONA;10mg/mL;50;Caja Amp. x 1 mL;40;2013-12-04;EG897;395
15517;FITOMENADIONA;10mg/mL;50;Caja Amp. x 1 mL;50;2013-12-04;EG897;395
15518;FLUAMAR 125;25mcg+125mcg;141;Caja Fco. x 200 Dosis;1;2012-09-12;E19756;50
15519;FENOLYD;500mg;8;Caja Cap.;100;2014-08-13;N25975;427
15520;BRONQUITOS;;77;Fco. X 120 mL;1;2013-08-31;N24945;333
15521;DEXAMETASONA;0.5mg;152;Caja Tab.;100;2014-09-30;NG4491;12
15522;BRONQUITOS;;77;Fco. X 120 mL;12;2013-08-31;N24945;333
15523;DEXTROSA;0.333;119;Caja Amp. x 20 mL;1;2013-01-19;NG3618;282
15524;DEXTROSA;0.333;119;Caja Amp. x 20 mL;25;2013-01-19;NG3618;282
15525;BRONQUITOS;;77;Fco. X 120 mL;6;2013-08-31;N24945;333
15526;DEXAMETASONA;0.5mg;152;Caja Tab.;100;2014-07-12;NG6151;289
15527;BRONQUITOS;;77;Fco. X 120 mL;24;2013-08-31;N24945;333
15528;DEXACORT;4mg;152;Caja Tab.;100;2011-11-17;N18577;421
15529;ESCIPRAM;10mg;162;Caja Tab.;30;2015-10-27;N26945;228
15530;BRONQUITOS;;77;Fco. X 60 mL;1;2013-08-31;N24945;333
15531;ETRIFIN;10mg;128;Caja Amp.;1;2016-01-06;N22232;6
15532;ETRIFIN;10mg;128;Caja Amp.;20;2016-01-06;N22232;6
15533;ETRIFIN;10mg;128;Caja Amp.;25;2016-01-06;N22232;6
15534;ETRIFIN;10mg;128;Caja Amp.;50;2016-01-06;N22232;6
15535;BRONQUITOS;;77;Fco. X 60 mL;6;2013-08-31;N24945;333
15536;ETRIFIN;10mg;128;Caja Amp.;100;2016-01-06;N22232;6
15537;ETRIFIN;10mg;128;Caja Amp.;500;2016-01-06;N22232;6
15538;ETRIFIN;10mg;128;Caja Amp.;1000;2016-01-06;N22232;6
15539;ERGOMETRINA MALEATO;0.2mg/mL;119;Caja Amp.;1;2015-02-23;EG4543;232
15540;ERGOMETRINA MALEATO;0.2mg/mL;119;Caja Amp.;25;2015-02-23;EG4543;232
15541;ERGOMETRINA MALEATO;0.2mg/mL;119;Caja Amp.;100;2015-02-23;EG4543;232
15542;FLONASE;0.001;42;Tubo x 15 g;1;2015-06-04;N26878;228
15543;FLUOXETINA;20mg;152;Caja Tab.;10;2013-03-12;NG5517;289
15544;FLUOXETINA;20mg;152;Caja Tab.;50;2013-03-12;NG5517;289
15545;BRONQUITOS;;77;Fco. X 60 mL;12;2013-08-31;N24945;333
15546;GABAPENTINA;300mg;8;Caja Cap.;10;2017-12-09;NG5443;289
15547;GABAPENTINA;300mg;8;Caja Cap.;50;2017-12-09;NG5443;289
15548;LINEZOLID;600mg/300mL;119;Caja Amp. X 300 mL;1;2016-03-01;EG6363;15
15549;LINEZOLID;600mg/300mL;119;Caja Amp. X 300 mL;10;2016-03-01;EG6363;15
15550;BRONQUITOS;;77;Fco. X 60 mL;24;2013-08-31;N24945;333
15551;LINEZOLID;600mg/300mL;119;Caja Amp. X 300 mL;20;2016-03-01;EG6363;15
15552;LINEZOLID;600mg/300mL;119;Caja Amp. X 300 mL;50;2016-03-01;EG6363;15
15553;LINEZOLID;600mg/300mL;119;Caja Amp. X 300 mL;100;2016-03-01;EG6363;15
15554;FITOMENADIONA;10mg/mL;128;Caja Amp. x 1 mL;5;2016-03-15;EG4966;344
15555;FRUTENZIMA;;8;Caja Cap.;120;2011-04-08;N12416;167
15556;FILGRASTIM;300mcg/1.2mL;119;Caja Amp. x 1.2 mL;3;2015-07-17;BE00290;244
15557;FILGRASTIM;300mcg/1.2mL;119;Caja Amp. x 1.2 mL;25;2015-07-17;BE00290;244
15558;FILGRASTIM;300mcg/1.2mL;119;Caja Amp. x 1.2 mL;50;2015-07-17;BE00290;244
15559;FILGRASTIM;300mcg/1.2mL;119;Caja Amp. x 1.2 mL;100;2015-07-17;BE00290;244
15560;DIMENHIDRINATO;50mg/5mL;119;Caja Amp. x 5 mL;1;2015-10-03;NG6322;83
15561;DIMENHIDRINATO;50mg/5mL;119;Caja Amp. x 5 mL;2;2015-10-03;NG6322;83
15562;DIMENHIDRINATO;50mg/5mL;119;Caja Amp. x 5 mL;3;2015-10-03;NG6322;83
15563;DIMENHIDRINATO;50mg/5mL;119;Caja Amp. x 5 mL;5;2015-10-03;NG6322;83
15564;DIMENHIDRINATO;50mg/5mL;119;Caja Amp. x 5 mL;10;2015-10-03;NG6322;83
15565;DIMENHIDRINATO;50mg/5mL;119;Caja Amp. x 5 mL;20;2015-10-03;NG6322;83
15566;DIMENHIDRINATO;50mg/5mL;119;Caja Amp. x 5 mL;50;2015-10-03;NG6322;83
15567;DIMENHIDRINATO;50mg/5mL;119;Caja Amp. x 5 mL;100;2015-10-03;NG6322;83
15568;BUCOCIP TOQUES;;111;Fco. X 10 mL;1;2014-07-26;N25931;12
15569;BUCOCIP TOQUES;;111;Fco. X 10 mL;10;2014-07-26;N25931;12
15570;FUROXONA;16.66mg/5mL;141;Fco. x 60 mL;1;2012-01-30;N3373;282
15571;BUCOCIP TOQUES;;111;Fco. X 10 mL;50;2014-07-26;N25931;12
15572;GENSARNA;0.25;79;Fco. x 1 L;1;2011-08-24;N19994;185
15573;BUCOCIP TOQUES;;111;Fco. x 10 mL;100;2014-07-26;N25931;12
15574;GENSARNA;0.25;79;Fco. x 180 mL;1;2011-08-24;N19994;185
15575;SOLUDEX;0.5;119;Fco. x 1 L;6;2011-10-18;N13579;282
15576;GENSARNA;0.25;79;Fco. x 500 mL;1;2011-08-24;N19994;185
15577;GLICENEX SR;500mg;37;Caja Comp.;1;2015-02-14;E22173;34
15578;GLICENEX SR;500mg;37;Caja Comp.;5;2015-02-14;E22173;34
15579;GLICENEX SR;500mg;37;Caja Comp.;10;2015-02-14;E22173;34
15580;GLICENEX SR;500mg;37;Caja Comp.;20;2015-02-14;E22173;34
15581;IRINOTECAN;100mg/5mL;119;Caja Fco. Amp. x 5 mL;10;2016-01-15;EG6352;330
15582;IRINOTECAN;100mg/5mL;119;Caja Fco. Amp. x 5 mL;50;2016-01-15;EG6352;330
15583;IRINOTECAN;100mg/5mL;119;Caja Fco. Amp. x 5 mL;100;2016-01-15;EG6352;330
15584;KETOPROFENO;100mg/2mL;128;Caja Amp.;20;2015-10-11;EG3187;395
15585;KETOPROFENO;100mg/2mL;128;Caja Amp.;50;2015-10-11;EG3187;395
15586;SOLUDEX;0.5;119;Fco. x 1 L;12;2011-10-18;N13579;282
15587;KETOPROFENO;100mg/2mL;128;Caja Amp.;100;2015-10-11;EG3187;395
15588;SOLUDEX;0.5;119;Fco. x 1 L;24;2011-10-18;N13579;282
15589;ISORBIDE SUBLINGUAL;5mg;152;Caja Tab.;100;2013-03-08;N5195;210
15590;SOLUDEX;0.5;119;Fco. x 1 L;36;2011-10-18;N13579;282
15591;SOLUDEX;0.5;119;Fco. x 1 L;48;2011-10-18;N13579;282
15592;BUCOCIP TOQUES;;111;Fco. x 15 mL;1;2014-07-26;N25931;12
15593;SPIRIVA RESPIMAT;5mcg/Dosis;127;Caja Aer.;1;2014-08-02;E21829;52
15594;BUCOCIP TOQUES;;111;Fco. X 15 mL;50;2014-07-26;N25931;12
15595;BUCOCIP TOQUES;;111;Fco. X 15 mL;100;2014-07-26;N25931;12
15596;DOXORUBICINA;10mg;92;Caja Fco. Amp.;1;2011-06-17;EG5032;395
15597;DOXORUBICINA;10mg;92;Caja Fco. Amp.;2;2011-06-17;EG5032;395
15598;DOXORUBICINA;10mg;92;Caja Fco. Amp.;3;2011-06-17;EG5032;395
15599;DOXORUBICINA;10mg;92;Caja Fco. Amp.;4;2011-06-17;EG5032;395
15600;DOXORUBICINA;10mg;92;Caja Fco. Amp.;5;2011-06-17;EG5032;395
15601;DOXORUBICINA;10mg;92;Caja Fco. Amp.;6;2011-06-17;EG5032;395
15602;DOXORUBICINA;10mg;92;Caja Fco. Amp.;8;2011-06-17;EG5032;395
15603;BUCOCIP TOQUES;;111;Fco. X 20 mL;1;2014-07-26;N25931;12
15604;DOXORUBICINA;10mg;92;Caja Fco. Amp.;10;2011-06-17;EG5032;395
15605;DOXORUBICINA;10mg;92;Caja Fco. Amp.;12;2011-06-17;EG5032;395
15606;DOXORUBICINA;10mg;92;Caja Fco. Amp.;15;2011-06-17;EG5032;395
15607;DOXORUBICINA;10mg;92;Caja Fco. Amp.;20;2011-06-17;EG5032;395
15608;DOXORUBICINA;10mg;92;Caja Fco. Amp.;30;2011-06-17;EG5032;395
15609;DOXORUBICINA;10mg;92;Caja Fco. Amp.;40;2011-06-17;EG5032;395
15610;DOXORUBICINA;10mg;92;Caja Fco. Amp.;50;2011-06-17;EG5032;395
15611;DOXORUBICINA;10mg;92;Caja Fco. Amp.;100;2011-06-17;EG5032;395
15612;BUCOCIP TOQUES;;111;Fco. X 20 mL;100;2014-07-26;N25931;12
15613;STALMIN-850 ER;850mg;154;Caja Tab.;100;2018-06-22;EE00058;260
15614;DOLOMYCIN FORTE;;162;Caja Tab.;200;2013-04-05;N24503;398
15615;ELANTAN;20mg;28;Caja Comp.;10;2015-05-26;E22257;203
15616;ELANTAN;20mg;28;Caja Comp.;20;2015-05-26;E22257;203
15617;ELANTAN;20mg;28;Caja Comp.;100;2015-05-26;E22257;203
15618;DYNASTAT;40mg;92;Caja Vial + Disolv.;5;2012-08-17;E19684;331
15619;DYNASTAT;40mg;92;Caja Vial + Disolv.;10;2012-08-17;E19684;331
15620;DYNASTAT;40mg;92;Caja Vial + Disolv.;100;2012-08-17;E19684;331
15621;FENOBARBITAL SODICO;200mg/2mL;128;Caja Amp. x 2 mL;30;2011-08-20;NG0183;12
15622;LIPOVASTIN;20mg;162;Caja Tab.;30;2017-02-12;N27096;366
15623;GENTAMICINA;160mg/2mL;119;Caja Amp. x 2 mL;1;2013-04-17;EG5789;344
15624;GENTAMICINA;160mg/2mL;119;Caja Amp. x 2 mL;5;2013-04-17;EG5789;344
15625;GENTAMICINA;160mg/2mL;119;Caja Amp. x 2 mL;20;2013-04-17;EG5789;344
15626;GENTAMICINA;160mg/2mL;119;Caja Amp. x 2 mL;25;2013-04-17;EG5789;344
15627;GENTAMICINA;160mg/2mL;119;Caja Amp. x 2 mL;50;2013-04-17;EG5789;344
15628;GENTAMICINA;160mg/2mL;119;Caja Amp. x 2 mL;100;2013-04-17;EG5789;344
15629;HANALGEZE;10mg;162;Caja Tab.;50;2017-06-16;N27202;210
15630;GRAVAMIN;50mg/5mL;119;Caja Amp. x 5 mL;10;2014-08-20;N26025;282
15631;GRAVAMIN;50mg/5mL;119;Caja Amp. x 5 mL;50;2014-08-20;N26025;282
15632;GRAVAMIN;50mg/5mL;119;Caja Amp. x 5 mL;100;2014-08-20;N26025;282
15633;GRAVAMIN;50mg/5mL;119;Caja Amp. x 5 mL;200;2014-08-20;N26025;282
15634;GLICENEX DUO;500mg+2.5mg;37;Caja Comp.;30;2017-12-16;E20078;34
15635;LORALAB-D;5mg/5mL;77;Caja Fco. X 120 mL;1;2017-08-31;N27236;431
15636;LORALAB-D;5mg/5mL;77;Caja Fco. X 60 mL;1;2017-08-31;N27236;431
15637;DIGOXINA;0.25mg;152;Caja Tab.;500;2013-11-14;NG1838;210
15638;DIFLUCAN;150mg;8;Caja Cap.;1;2016-06-11;E22502;331
15639;DIFLUCAN;150mg;8;Caja Cap.;4;2016-06-11;E22502;331
15640;DIFLUCAN;150mg;8;Caja Cap.;7;2016-06-11;E22502;331
15641;DIFLUCAN;150mg;8;Caja Cap.;8;2016-06-11;E22502;331
15642;DIFLUCAN;150mg;8;Caja Cap.;16;2016-06-11;E22502;331
15643;GEMFIBROZILO;600mg;162;Caja Tab.;100;2017-02-28;NG3228;282
15644;GLIBENCLAMIDA;5mg;152;Caja Tab.;500;2013-12-20;NG1861;228
15645;HIDROCLOROTIAZIDA;25mg;152;Caja Tab.;500;2015-07-29;NG2450;228
15646;IBUPROFENO;100mg/5mL;141;Caja Fco. x 120 mL;1;2014-03-06;NG4254;282
15647;IBUPROFENO;100mg/5mL;141;Caja Fco. x 120 mL;50;2014-03-06;NG4254;282
15648;IBUPROFENO;100mg/5mL;141;Caja Fco. x 120 mL;100;2014-03-06;NG4254;282
15649;IBUPROFENO;100mg/5mL;141;Caja Fco. x 90 mL;1;2014-03-06;NG4254;282
15650;IBUPROFENO;100mg/5mL;141;Caja Fco. x 90 mL;50;2014-03-06;NG4254;282
15651;IBUPROFENO;100mg/5mL;141;Caja Fco. x 90 mL;100;2014-03-06;NG4254;282
15652;IBUPROFENO;100mg/5mL;141;Caja Fco. x 120 mL;1;2011-06-28;NG4991;351
15653;LORATADINA;5mg/5mL;77;Fco. X 100 mL;12;2013-06-26;NG5676;282
15654;LORATADINA;5mg/5mL;77;Fco. X 100 mL;20;2013-06-26;NG5676;282
15655;LORATADINA;5mg/5mL;77;Fco. X 100 mL;24;2013-06-26;NG5676;282
15656;LORATADINA;5mg/5mL;77;Fco. X 100 mL;25;2013-06-26;NG5676;282
15657;LORATADINA;5mg/5mL;77;Fco. X 105 mL;12;2013-06-26;NG5676;282
15658;LORATADINA;5mg/5mL;77;Fco. X 105 mL;20;2013-06-26;NG5676;282
15659;LORATADINA;5mg/5mL;77;Fco. X 105 mL;24;2013-06-26;NG5676;282
15660;LORATADINA;5mg/5mL;77;Fco. X 105 mL;25;2013-06-26;NG5676;282
15661;HUMED;0.003;111;Caja Fco. Got. x 10 mL;1;2016-06-17;N22626;255
15662;HUMED;0.003;111;Caja Fco. Got. x 10 mL;48;2016-06-17;N22626;255
15663;HUMED;0.003;111;Caja Fco. Got. x 10 mL;50;2016-06-17;N22626;255
15664;LORATADINA;5mg/5mL;77;Fco. X 120 mL;12;2013-06-26;NG5676;282
15665;LORATADINA;5mg/5mL;77;Fco. X 120 mL;20;2013-06-26;NG5676;282
15666;LORATADINA;5mg/5mL;77;Fco. X 120 mL;24;2013-06-26;NG5676;282
15667;LORATADINA;5mg/5mL;77;Fco. X 120 mL;25;2013-06-26;NG5676;282
15668;HUMED;0.003;111;Caja Fco. Got. x 15 mL;48;2016-06-17;N22626;255
15669;LORATADINA;5mg/5mL;77;Fco. X 30 mL;12;2013-06-26;NG5676;282
15670;HUMED;0.003;111;Caja Fco. Got. x 20 mL;1;2016-06-17;N22626;255
15671;HUMED;0.003;111;Caja Fco. Got. x 20 mL;20;2016-06-17;N22626;255
15672;HUMED;0.003;111;Caja Fco. Got. x 20 mL;50;2016-06-17;N22626;255
15673;HUMED;0.003;111;Caja Fco. Got. x 20 mL;100;2016-06-17;N22626;255
15674;LORATADINA;5mg/5mL;77;Fco. X 30 mL;20;2013-06-26;NG5676;282
15675;LORATADINA;5mg/5mL;77;Fco. X 30 mL;24;2013-06-26;NG5676;282
15676;LORATADINA;5mg/5mL;77;Fco. X 30 mL;25;2013-06-26;NG5676;282
15677;IRBESEL HC;300mg+12.5mg;152;Caja Tab.;20;2012-10-25;N23965;61
15678;LORATADINA;5mg/5mL;77;Fco. X 45 mL;12;2013-06-26;NG5676;282
15679;LORATADINA;5mg/5mL;77;Fco. X 45 mL;20;2013-06-26;NG5676;282
15680;BUPIVACAINA HIPERBARICA;0.005;128;Amp. X 4 mL;5;2013-08-23;EG5893;11
15681;LORATADINA;;77;Fco. X 45 mL;24;2013-06-26;NG5676;282
15682;BUPIVACAINA HIPERBARICA;0.005;128;Amp. X 4 mL;100;2013-08-23;EG5893;11
15683;HALOTANO;;127;Fco. x 250 mL;1;2016-01-07;EG3252;133
15684;ISALGEN;20mg/mL;119;Caja Amp. x 1 mL;100;2015-07-08;N18051;12
15685;IRBESEL HC;150mg+12.5mg;152;Caja Tab.;20;2012-10-25;N23964;61
15686;FLORATIL;200mg;104;Caja Sobre;2;2016-05-07;BE00795;32
15687;FLORATIL;200mg;104;Caja Sobre;10;2016-05-07;BE00795;32
15688;FLORATIL;200mg;104;Caja Sobre;20;2016-05-07;BE00795;32
15689;FLORATIL;200mg;104;Caja Sobre;30;2016-05-07;BE00795;32
15690;GENTAMICINA;80mg/2mL;119;Caja Amp. x 2 mL;100;2013-12-12;NG4165;266
15691;DILOVET;500mg;8;Caja Cap.;100;2016-10-19;E22573;61
